Parent ASIN#Suchanfrage#Ergebnis Suchanfrage#Volumen Suchanfrage#Eindrücke Gesamtanzahl#Eindrücke ASIN Anzahl#Eindrücke ASIN Anteil#Klicks Gesamtanzahl# Klicks Rate# Klick ASIN Anzahl# Klicks ASIN Anteil# Klicks Preis (Median)#ASIN Preis (Median)#Versand gleicher Tag# Versand 1 Tag# Versand 2 TageEinkaufswagen Gesamtanzahl# Einkaufswagen hinzufügen%# ASIN Anzahl# ASIN Anzeil# Preis Median# ASIN Preis (Median)#Versand gleicher Tag# Versand 1 Tag# Versand 2 TageKäufe Gesamtanzahl# Kauftarif%# ASIN Anzahl# ASIN Anzeil# Preis Median# ASIN Preis (Median)#Versand gleicher Tag# Versand 1 Tag# Versand 2 Tage
B08LHFW932#roller kinder 10 jahre#1#24.011#509.264#8.267#1,62%#9.293#38,7%#89#0,96%#66,99 €#-#13#979#1.467#1.250#5,21%#2#0,16%#59,99 €#-#4#159#217#198#0,82%#0#0%#59,90 €#-#0#33#48#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=roller%20kinder%2010%20jahre&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B07S24HM1R#B000YD02MO#B00U2E9MXK#B08YNYSTQX#B07SGQC9LW#B0B77WRKY5#B077SJXFTV#B07G1975ZJ#B0B1869MDV#B07G1BPZ9Z
B08LHFW932#kinder roller 6 jahren#2#3.385#67.706#644#0,95%#1.267#37,43%#9#0,71%#49,99 €#-#4#103#217#153#4,52%#0#0%#46,38 €#-#0#13#25#15#0,44%#0#0%#44,99 €#-#0#1#2#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=kinder%20roller%206%20jahren&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B0789JX5QK#B01DBTYH2I#B083XM9HG8#B000YD02MO#B08YNYSTQX#B07S24HM1R#B0B3XLT1D4#B00CSSGMPE#B00CSSGNTO#B082QJ36MN
B08LHFW932#stuntroller für 10 jährigen jungen freestyle roller regenbogen#3#298#6.215#202#3,25%#130#43,62%#11#8,46%#69,49 €#-#0#17#24#18#6,04%#1#5,56%#64,01 €#-#0#4#6#3#1,01%#0#0%#49,99 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stuntroller%20f%C3%BCr%2010%20j%C3%A4hrigen%20jungen%20freestyle%20roller%20regenbogen&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B08FQXMMN4#B07K8YWWQK#B08K471XSY#B097CZJHBM#B08LHFW932#B00LPJV2K2#B09KM1SHRH#B093HCVYSN#B08K2TNQ8G#B0B7NXR6L2
B08LHFW932#roller kinder 6 jahre#4#41.868#859.506#514#0,06%#15.391#36,76%#6#0,04%#59,53 €#-#106#2.158#2.863#2.044#4,88%#0#0%#56,79 €#-#22#313#414#263#0,63%#0#0%#55,61 €#-#3#49#73#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=roller%20kinder%206%20jahre&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B000YD02MO#B09XX7B7S5#B08YNYSTQX#B07SGQC9LW#B0B1869MDV#B095LM2WSK#B083XM9HG8#B0789JX5QK#B0B3XLT1D4#B0BSFWQGS2
B08LHFW932#roller kinder 7 jahre jungen#5#577#11.516#330#2,87%#208#36,05%#8#3,85%#54,80 €#-#1#32#31#29#5,03%#0#0%#54,80 €#-#0#4#3#7#1,21%#0#0%#49,99 €#-#0#2#1#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=roller%20kinder%207%20jahre%20jungen&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B07G1975ZJ#B088FTSKK6#B00H4VSO9M#B07S24HM1R#B005FHM4XE#B09MW8T4QJ#B09CDR9B89#B08SLNW4M2#B08KQBYDV6#B0733G6XPL
B08LHFW932#stand roller#6#708#14.914#310#2,08%#233#32,91%#6#2,58%#69,00 €#-#3#22#43#38#5,37%#0#0%#69,00 €#-#1#2#4#1#0,14%#0#0%#54,99 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stand%20roller&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B097Q36RGV#B07H1LH7C6#B00CS3K4K8#B07W5VSTH4#B00LPJV2K2#B09K7T2ZN8#B07GX4ZB7Q#B098RCF5S6#B0943R8FN8#B097CZJHBM
B08LHFW932#stuntroller junge 6 jahre#7#76#1.500#54#3,6%#34#44,74%#4#11,76%#59,00 €#-#0#4#8#4#5,26%#1#25%#44,95 €#-#0#1#0#1#1,32%#0#0%#39,99 €#-#0#1#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stuntroller%20junge%206%20jahre&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B097CZJHBM#B08LHBWFJ4#B088FTSKK6#B01II44D8O#B08LHFW932#B07K8YWWQK#B08K471XSY#B00LPJUUDC#B08LHDRFPR#B085CDRR2K
B08LHFW932#stunt roller kinder ab 8#8#3.020#61.711#307#0,5%#1.469#48,64%#4#0,27%#59,00 €#-#3#167#265#217#7,19%#0#0%#59,00 €#-#1#32#33#32#1,06%#0#0%#54,99 €#-#0#11#4#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stunt%20roller%20kinder%20ab%208&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B08LHFHYPR#B093HCVYSN#B08K471XSY#B099XCQ56G#B08BRG2H34#B097CZJHBM#B00LPJV2K2#B08LHDRFPR#B08BRF2B3Z#B09994DB6H
B08LHFW932#stunt roller kinder ab 10#9#2.160#47.265#287#0,61%#971#44,95%#4#0,41%#63,72 €#-#6#81#221#134#6,2%#0#0%#60,43 €#-#0#13#32#27#1,25%#0#0%#65,44 €#-#0#5#7#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stunt%20roller%20kinder%20ab%2010&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B093HCVYSN#B097Q36RGV#B07W5VSTH4#B099XCQ56G#B09K7T2ZN8#B08LHFHYPR#B08FGVP7NS#B08LHDRFPR#B08BRF2B3Z#B083TSF2F8
B08LHFW932#stunt scooter griffe#10#953#22.858#129#0,56%#377#39,56%#1#0,27%#11,99 €#-#16#108#88#65#6,82%#1#1,54%#12,90 €#-#1#15#19#6#0,63%#0#0%#10,95 €#-#0#2#1#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stunt%20scooter%20griffe&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B097YGMBC3#B09SZ2MH9R#B09CZ2VS29#B00CS3L3E4#B0083TSGB0
B08LHFW932#stunt scooter kinder#11#2.855#64.124#41#0,06%#1.307#45,78%#3#0,23%#59,50 €#-#6#107#201#150#5,25%#1#0,67%#54,99 €#-#1#19#24#19#0,67%#0#0%#54,99 €#-#1#1#3#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stunt%20scooter%20kinder&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B08LHDRFPR#B093HCVYSN#B07W5VSTH4#B00LPJV2K2#B085CF2TK8#B089B4CXJ9#B08BRF2B3Z#B073ZM9K2B#B09NC1TMJ4#B09NFL1TBS
B08LHFW932#cox swain stunt scooter#12#418#9.410#101#1,07%#185#44,26%#1#0,54%#119,99 €#-#0#5#16#17#4,07%#1#5,88%#119,99 €#-#0#1#0#4#0,96%#0#0%#119,99 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=cox%20swain%20stunt%20scooter&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B00RCMMHCS#B08PDJJM7S#B073H4RVPL#B073H57VTD#B011TXW16W#B07ZNJ5DH5#B07F354GKD#B08LHFHYPR#B08LHFW932#B08PDH4ZWT
B08LHFW932#standroller#13#253#5.827#240#4,12%#94#37,15%#4#4,26%#65,90 €#-#0#6#11#13#5,14%#0#0%#57,99 €#-#0#1#2#1#0,4%#0#0%#109,80 €#-#0#0#1#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=standroller&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B097Q36RGV#B00LPJV2K2#B09K7T2ZN8#B07W5VSTH4#B09MPJLW2M#B098RCF5S6#B00CS3K4K8#B07GX4ZB7Q#B097CZJHBM#B08W2XQNP4
B08LHFW932#ab 10 jahre#14#2.617#56.071#286#0,51%#634#24,23%#2#0,32%#19,95 €#-#25#147#77#56#2,14%#0#0%#14,95 €#-#4#23#10#12#0,46%#0#0%#14,95 €#-#1#3#6#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=ab%2010%20jahre&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de 394718882X#B08FBQVZQC#B097Q36RGV#B09QG4M23V#3831046190
B08LHFW932#stand roller kinder 10 jahre#15#294#6.472#209#3,23%#103#35,03%#4#3,88%#66,99 €#-#0#10#11#20#6,8%#0#0%#57,99 €#-#0#3#1#3#1,02%#0#0%#54,99 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stand%20roller%20kinder%2010%20jahre&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B097Q36RGV#B07W5VSTH4#B09KM1SHRH#B08LHBKG6Y#B093HCVYSN#B099XCQ56G#B097CZJHBM#B09K7T2ZN8#B098RCJVWD#B08LHFHYPR
B08LHFW932#scooter guys from 7 years#16#19#361#2#0,55%#7#36,84%#1#14,29%#70,99 €#-#0#1#0#4#21,05%#1#25%#73,70 €#-#0#0#0#0#0%#0#-#-#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=scooter%20guys%20from%207%20years&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B01MXSP14Q#B088FTSKK6#B005FHM4XE#B00BUXG14A#B07XF2YDVW#B08VW9HSHD#B00F7842X6#B08LHFW932#B09HGMNCN6#B088C19JY6
B08LHFW932#stunt scooter türkis#17#164#3.467#95#2,74%#82#50%#5#6,1%#70,00 €#-#0#2#10#12#7,32%#0#0%#70,00 €#-#0#1#2#2#1,22%#0#0%#59,90 €#-#0#0#1#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stunt%20scooter%20t%C3%BCrkis&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B08QVQYYGJ#B08JYN8LSG#B08LHFW932#B0B18TK74G#B09K491BB6#B081K1W543#B0BKGJZMXL#B09818CKLD#B098RCJVWD#B0B28ZPSRQ
B08LHFW932#stunt+scooter+kinder#18#267#5.244#98#1,87%#122#45,69%#4#3,28%#61,19 €#-#0#9#19#15#5,62%#0#0%#58,90 €#-#0#1#3#1#0,37%#0#0%#74,99 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stunt%2Bscooter%2Bkinder&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B093HCVYSN#B097Q36RGV#B098LN2KDZ#B00LPJV2K2#B0BGJCP57R#B08LHCY28L#B097CZJHBM#B083TSF2F8#B00RCMMHCS#B08QZYC287
B08LHFW932#roller für kinder#19#1.658#34.515#157#0,45%#530#31,97%#2#0,38%#43,99 €#-#2#65#64#70#4,22%#0#0%#38,90 €#-#0#14#5#4#0,24%#0#0%#29,99 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=roller%20f%C3%BCr%20kinder&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B095LM2WSK#B01DBTYH2I#B09P63SHPC#B08F5GD4L7#B0777QSQ6H#B00H4VSO9M#B08NK85G1T#B09BZSXWTB#B08BFFLN5B#B0B7NXR6L2
B08LHFW932#scooter roller#20#2.081#45.514#184#0,4%#543#26,09%#1#0,18%#63,52 €#-#2#41#103#45#2,16%#0#0%#54,99 €#-#0#3#5#6#0,29%#0#0%#54,80 €#-#0#1#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=scooter%20roller&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B097Q36RGV#B0B77WRKY5#B088FTSKK6#B000YD02MO#B09MW8T4QJ#B0B1869MDV#B078CK7BZ7#B08BRF2B3Z#B099XCQ56G#B00U2E9MXK
B08LHFW932#trick roller kinder 10 jahre#21#351#8.047#130#1,62%#116#33,05%#2#1,72%#69,49 €#-#0#13#29#18#5,13%#0#0%#69,49 €#-#0#1#4#2#0,57%#0#0%#74,49 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=trick%20roller%20kinder%2010%20jahre&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B097Q36RGV#B097CZJHBM#B099XCQ56G#B08FBQ6P53#B08BRG2H34#B07W5VSTH4#B083TSF2F8#B0751FNR26#B094J4LSQN#B08LHG67PP
B08LHFW932#albott scooter#22#191#4.212#90#2,14%#51#26,7%#3#5,88%#39,99 €#-#0#1#10#6#3,14%#0#0%#37,99 €#-#0#0#0#1#0,52%#0#0%#37,99 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=albott%20scooter&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B078CK7BZ7#B0751FNR26#B083TSF2F8#B097CZJHBM#B07PNKJB4L#B08LHFW932#B097D1LV7F#B08LHBWFJ4#B09JGBXY4L#B08RZ46ZPD
B08LHFW932#scooter für 10 jährige#23#594#11.896#156#1,31%#158#26,6%#1#0,63%#72,00 €#-#0#19#34#8#1,35%#0#0%#79,80 €#-#0#0#2#0#0%#0#-#-#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=scooter%20f%C3%BCr%2010%20j%C3%A4hrige&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B07W5VSTH4#B097Q36RGV#B0B1869MDV#B07G1975ZJ#B095PWB8NK#B000YD02MO#B07G1BPZ9Z#B098RCJVWD#B09FKTDLJS#B07GX4ZB7Q
B08LHFW932#stunt scooter 6 jahre#24#62#1.465#43#2,94%#44#70,97%#4#9,09%#66,54 €#-#0#4#8#2#3,23%#0#0%#63,89 €#-#0#1#0#0#0%#0#-#-#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stunt%20scooter%206%20jahre&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B0B1VRLT2P#B00LPJV2K2#B09ND9VDXJ#B08K471XSY#B0B5TTQMQ9#B0751FNR26#B08LHFW932#B0BGJCP57R#B01L1Z1ZVA#B07Z51LW2Y
B08LHFW932#stunt roller kinder ab 7#25#52#1.028#37#3,6%#23#44,23%#4#17,39%#59,99 €#-#0#3#5#3#5,77%#0#0%#69,00 €#-#0#1#1#0#0%#0#-#-#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=stunt%20roller%20kinder%20ab%207&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B07X9X9H1D#B085CF2TK8#B08LHFW932#B08K471XSY#B08LHFHYPR#B09MPJLW2M#B08K2TNQ8G#B00CS3JJXG#B07H1LH7C6#B095LM2WSK
B08LHFW932#roller kinder 9 jahre jungen#26#205#4.836#98#2,03%#87#42,44%#2#2,3%#55,90 €#-#0#9#19#15#7,32%#0#0%#54,99 €#-#0#0#3#1#0,49%#0#0%#44,95 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=roller%20kinder%209%20jahre%20jungen&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B01II44D8O#B07S24HM1R#B00F7842X6#B005FHM4XE#B0BGJCV9MC#B099XCQ56G#B098RBSGNH#B096KHQ4NV#B08L4Z2MQK#B09TRQNG7N
B08LHFW932#roller 7 jahre junge#27#584#11.684#93#0,8%#242#41,44%#2#0,83%#55,99 €#-#0#21#28#29#4,97%#0#0%#50,22 €#-#0#1#2#2#0,34%#0#0%#41,80 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=roller%207%20jahre%20junge&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B07G1975ZJ#B095LM2WSK#B088H43P2D#B00H4VSO9M#B07S24HM1R#B005FHM4XE#B08FSVTCVY#B08YNYSTQX#B0789JX5QK#B08KQBYDV6
B08LHFW932#cityroller kinder ab 7 jahre#28#297#6.698#48#0,72%#114#38,38%#3#2,63%#58,99 €#-#0#8#16#9#3,03%#0#0%#58,99 €#-#0#0#1#3#1,01%#0#0%#72,49 €#-#0#0#0#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B08LHFW932&search-term-freeform=cityroller%20kinder%20ab%207%20jahre&reporting-range=monthly&monthly-year=2023&2023-month=2023-03-31&country-id=de B0789JX5QK#B095LM2WSK#B00CSSGNTO#B07S24HM1R#B00H4VSO9M#B077DH4SS2#B00CS3JMWE#B08SLNW4M2#B081DSTTXP#B0789J5NHQ
